Sort	Tangraph	Unicode	LFW2008	LFW1997	Simple	Complex	Class	Rhyme	Tone	Subrhyme	Initial	Medial	Vowel	Cycle	Nasal/w	Prime	Grade	Variant	Notes
1452	𘇩	U+181E9	L1451	L1451	ni	1ni3	IV	10	1	10	n		i				III		Grade III n-!
1453	𗱢	U+17C62	L1452	L1452	na	1na4	III	20	1	20	n		a				IV		
1454	𘃵	U+180F5	L1453	L1453	ryr	2ryr4	IX	92	2	77	r		y	r			IV		
1455	𘆃	U+18183	L1454	L1454	by	1byq4	I	72	1	69	b		y	q			IV		
1456	𗈅	U+17205	L1455	L1455	le	2le1	IX	34	2	30	l		e				I		
1457	𗳶	U+17CF6	L1456	L1456	chhi	1chhi2	VII	9	1	9	chh		i				II		
1458	𘇙	U+181D9	L1457	L1457	van	2van1	II	25	2	22	v		a		n		I		
1459	𘑙	U+18459	L1458	L1458	ma	1ma4	I	20	1	20	m		a				IV		
1460	𗈛	U+1721B	L1459	L1459	gu	1gu4	V	3	1	3	g		u				IV		
1461	𗈚	U+1721A	L1460	L1460	gu	1gu4	V	3	1	3	g		u				IV		
1462	𗲨	U+17CA8	L1461	L1461	zir	1zir4	IX	84	1	79	z		i	r			IV		
1463	𘒐	U+18490	L1462	L1462	lo	1lo'1	IX	54	1	52	l		o			'	I		
1464	𗷳	U+17DF3	L1463	L1463	du	2du2	III	4	2	4	d		u				II		
1465	𗷹	U+17DF9	L1464	L1464	dzur	1dzur1	VI	80	1	75	dz		u	r			I		
1466	𗷾	U+17DFE	L1465	L1465	le	1leq3	IX	64	1	61	l		e	q			III		
1467	𗸅	U+17E05	L1466	L1466	chhwin	1chhwin3	VII	16	1	16	chh	w	i		n		III		
1468	𗸆	U+17E06	L1467	L1467	khon	1khon4	V	58	1	56	kh		o		n		IV		
1469	𘑯	U+1846F	L1468	L1468	u	2u1	VIII	1	2	1	Ø		u				I		
1470	𗈌	U+1720C	L1469	L1469	de	2de4	III	37	2	33	d		e				IV		
1471	𗈉	U+17209	L1470	L1470	ni	0ni?	III	?	0	?	n		i				?		
1472	𗲫	U+17CAB	L1471	L1471	by	0by1	I	28	0	?	b		y				I		
1473	𘒌	U+1848C	L1472	L1472	bo	2boq1	I	73	2	62	b		o	q			I		
1474	𗸒	U+17E12	L1473	L1473	su	1su1	VI	1	1	1	s		u				I		
1475	𗸐	U+17E10	L1474	L1474	yr	2yr4	VIII	92	2	77	Ø		y	r			IV		
1476	𘞆	U+18786	L1475	L1475	bi	1bi4	I	11	1	11	b		i				IV		
1477	𗰹	U+17C39	L1476	L1476	tson	2tson1	VI	56	2	47	ts		o		n		I		
1478	𗱈	U+17C48	L1477	L1477	li	2li1	IX	8	2	7	l		i				I		
1479	𗷲	U+17DF2	L1478	L1478	gin	1gin3	V	16	1	16	g		i		n		III		fanqiefinal speller is 1661 1lin3
1480	𗸏	U+17E0F	L1479	L1479	lwi	2lwiq3	IX	70	2	60	l	w	i	q			III		
1481	𗱙	U+17C59	L1480	L1480	kur	1kur1	V	80	1	75	k		u	r			I		
1482	𗲄	U+17C84	L1481	L1481	chhon	1chhon2	VII	57	1	55	chh		o		n		II		
1483	𘘋	U+1860B	L1482	L1482	me	2me4	I	37	2	33	m		e				IV		
1484	𗕿	U+1757F	L1483	L1483	ne	2ne4	III	37	2	33	n		e				IV		
1485	𗕾	U+1757E	L1484	L1484	ku	1ku4	V	3	1	3	k		u				IV		
1486	𗕻	U+1757B	L1485	L1485	kho	1kho1	V	51	1	49	kh		o				I		
1487	𗈝	U+1721D	L1486	L1486	tsin	1tsin1	VI	15	1	15	ts		i		n		I		
1488	𗖥	U+175A5	L1487	L1487	chhwi	1chhwi3	VII	10	1	10	chh	w	i				III		
1489	𗇲	U+171F2	L1488	L1488	lu	1luq1	IX	61	1	58	l		u	q			I		
1490	𗗆	U+175C6	L1489	L1489	sin	1sin1	VI	15	1	15	s		i		n		I		
1491	𗈋	U+1720B	L1490	L1490	tsur	1tsur1	VI	80	1	75	ts		u	r			I		
1492	𗖼	U+175BC	L1491	L1491	le	1leq3	IX	64	1	61	l		e	q			III		
1493	𗕷	U+17577	L1492	L1492	ngwe	2ngwe1	V	34	2	30	ng	w	e				I		
1494	𗴨	U+17D28	L1493	L1493	sy	1syq4	VI	72	1	69	s		y	q			IV		
1495	𘜎	U+1870E	L1494	L1494	le	2le4	IX	37	2	33	l		e				IV		Grade IV l-!
1496	𘜐	U+18710	L1495	L1495	dza	1dza'1	VI	22	1	22	dz		a			'	I		
1497	𗲕	U+17C95	L1496	L1496	tsi	1tsi1	VI	8	1	8	ts		i				I		
1498	𗉄	U+17244	L1497	L1497	ja	1ja2	VII	18	1	18	j		a				II		
1499	𗴧	U+17D27	L1498	L1498	vi	2viq3	II	70	2	60	v		i	q			III		
1500	𗖙	U+17599	L1499	L1499	sa	2sa1	VI	17	2	14	s		a				I		
1501	𘇰	U+181F0	L1500	L1500	chhin	1chhin3	VII	16	1	16	chh		i		n		III		
1502	𗇞	U+171DE	L1501	L1501	khon	1khon1	V	56	1	54	kh		o		n		I		
1503	𗱔	U+17C54	L1502	L1502	han	1han1	VIII	25	1	24	h		a		n		I		
1504	𘒕	U+18495	L1503	L1503	to	2to'1	III	54	2	45	t		o			'	I		
1505	𗕶	U+17576	L1504	L1504	gha	2ghaq1	VIII	66	2	56	gh		a	q			I		
1506	𗴩	U+17D29	L1505	L1505	sy	1syq4	VI	72	1	69	s		y	q			IV	L1493	
1507	𗈽	U+1723D	L1506	L1506	pi	1pi1	I	8	1	8	p		i				I		
1508	𗖠	U+175A0	L1507	L1507	ngwe	2ngwe1	V	34	2	30	ng	w	e				I		
1509	𘒚	U+1849A	L1508	L1508	be	1be1	I	34	1	33	b		e				I		
1510	𗖉	U+17589	L1509	L1509	tho	1thoq1	III	73	1	70	th		o	q			I		
1511	𘒈	U+18488	L1510	L1510	ghu	1ghu2	VIII	4	1	4	gh		u				II		
1512	𗖨	U+175A8	L1511	L1511	rir	1rir1	IX	82	1	77	r		i	r			I		
1513	𘒛	U+1849B	L1512	L1512	ba	1ba'1	I	22	1	22	b		a			'	I		
1514	𗴍	U+17D0D	L1513	L1513	ton	1ton1	III	56	1	54	t		o		n		I		
1515	𘆏	U+1818F	L1514	L1514	ly	1ly'3	IX	33	1	32	l		y			'	III		
1516	𗱤	U+17C64	L1515	L1515	che	2cheq3	VII	64	2	54	ch		e	q			III		
1517	𗖅	U+17585	L1516	L1516	swi	2swi4	VI	11	2	10	s	w	i				IV		
1518	𗈄	U+17204	L1517	L1517	ny	2ny'4	III	33	2	29	n		y			'	IV		
1519	𗱗	U+17C57	L1518	L1518	che	1cheq3	VII	64	1	61	ch		e	q			III		
1520	𘆒	U+18192	L1519	L1519	ghu	1ghu2	VIII	4	1	4	gh		u				II		
1521	𗖱	U+175B1	L1520	L1520	wu	0wu1	VIII	1	0	?	Ø	w	u				I		
1522	𗉊	U+1724A	L1521	L1521	jwe	1jwe3	VII	36	1	35	j	w	e				III		
1523	𗗇	U+175C7	L1522	L1522	gu	1gu4	V	3	1	3	g		u				IV		
1524	𗖪	U+175AA	L1523	L1523	lhorn	2lhorn1	IX	97	2	82	lh		o	r	n		I		
1525	𗇣	U+171E3	L1524	L1524	ko	2ko2	V	52	2	43	k		o				II		
1526	𗇳	U+171F3	L1525	L1525	kho	1kho2	V	52	1	50	kh		o				II		
1527	𘒇	U+18487	L1526	L1526	tshi	2tshi4	VI	11	2	10	tsh		i				IV		
1528	𗖈	U+17588	L1527	L1527	pha	1pha'4	I	24	1	23	ph		a			'	IV		
1529	𗴦	U+17D26	L1528	L1528	zha	2zha'3	IX	21	2	18	zh		a			'	III		
1530	𗲋	U+17C8B	L1529	L1529	lu	1luq1	IX	61	1	58	l		u	q			I		
1531	𗲌	U+17C8C	L1530	L1530	ma	1ma4	I	20	1	20	m		a				IV		
1532	𘒏	U+1848F	L1531	L1531	ga	1ga4	V	20	1	20	g		a				IV		
1533	𗗉	U+175C9	L1532	L1532	ngwe	2ngwe1	V	34	2	30	ng	w	e				I		
1534	𗴎	U+17D0E	L1533	L1533	ton	1ton1	III	56	1	54	t		o		n		I		
